N_1_Secure,SOLVED,Bus_1_VM,Bus_2_VM,Bus_3_VM,Bus_4_VM,Bus_5_VM,Bus_6_VM,Bus_7_VM,Bus_8_VM,Bus_9_VM,Bus_10_VM,Bus_11_VM,Bus_12_VM,Bus_13_VM,Bus_14_VM,Bus_15_VM,Bus_16_VM,Bus_17_VM,Bus_18_VM,Bus_19_VM,Bus_20_VM,Bus_21_VM,Bus_22_VM,Bus_23_VM,Bus_24_VM,Bus_25_VM,Bus_26_VM,Bus_27_VM,Bus_28_VM,Bus_29_VM,Bus_30_VM,Bus_31_VM,Bus_32_VM,Bus_33_VM,Bus_34_VM,Bus_35_VM,Bus_36_VM,Bus_37_VM,Bus_38_VM,Bus_39_VM,Bus_40_VM,Bus_41_VM,Bus_42_VM,Bus_43_VM,Bus_44_VM,Bus_45_VM,Bus_46_VM,Bus_47_VM,Bus_48_VM,Bus_49_VM,Bus_50_VM,Bus_51_VM,Bus_52_VM,Bus_53_VM,Bus_54_VM,Bus_55_VM,Bus_56_VM,Bus_57_VM,Bus_58_VM,Bus_59_VM,Bus_60_VM,Bus_61_VM,Bus_62_VM,Bus_63_VM,Bus_64_VM,Bus_65_VM,Bus_66_VM,Bus_67_VM,Bus_68_VM,Load_3_PD,Load_17_PD,Load_18_PD,Load_20_PD,Load_21_PD,Load_23_PD,Load_24_PD,Load_25_PD,Load_26_PD,Load_27_PD,Load_28_PD,Load_29_PD,Load_33_PD,Load_36_PD,Load_39_PD,Load_40_PD,Load_41_PD,Load_42_PD,Load_44_PD,Load_45_PD,Load_46_PD,Load_47_PD,Load_48_PD,Load_49_PD,Load_50_PD,Load_51_PD,Load_52_PD,Load_53_PD,Load_55_PD,Load_56_PD,Load_59_PD,Load_60_PD,Load_61_PD,Load_64_PD,Load_67_PD,Load_68_PD,Load_3_QD,Load_17_QD,Load_18_QD,Load_20_QD,Load_21_QD,Load_23_QD,Load_24_QD,Load_25_QD,Load_26_QD,Load_27_QD,Load_28_QD,Load_29_QD,Load_33_QD,Load_36_QD,Load_39_QD,Load_40_QD,Load_41_QD,Load_42_QD,Load_44_QD,Load_45_QD,Load_46_QD,Load_47_QD,Load_48_QD,Load_49_QD,Load_50_QD,Load_51_QD,Load_52_QD,Load_53_QD,Load_55_QD,Load_56_QD,Load_59_QD,Load_60_QD,Load_61_QD,Load_64_QD,Load_67_QD,Load_68_QD
0,1,1.04499948,0.980002224,0.983000696,0.996999323,1.011000872,1.050001502,1.063000202,1.030001044,1.024999738,1.010000587,1.000002623,1.01560092,1.011000276,1.000001073,1.000000477,1,0.943655312,0.990517497,0.928777933,0.978420019,0.953113973,0.989410937,0.990961373,0.945127845,0.994715571,0.982000887,0.961242616,0.987247407,0.990394175,0.966549456,0.974605322,0.962153792,0.961003125,0.959405899,1.008836269,0.951678336,0.947874069,0.975955069,0.947815061,1.020652533,0.998878539,0.998926044,0.946833313,0.946906567,0.9837026,0.969375074,1.001963973,1.013706923,0.965595007,0.97269249,0.978875279,0.947848439,0.976205647,0.982798874,0.952082694,0.916127086,0.906324267,0.905421555,0.899564564,0.901885688,0.946525395,0.908702016,0.906088352,0.832066596,0.908692837,0.914132655,0.919501722,0.939020455,0,6134.20166,2573.189941,697.1679688,281.2006531,256.2226868,321.8382568,226.5212708,143.3307037,293.612793,206.3706665,286.7665405,116.2340012,106.6033325,280.0506592,67.60617828,1028.211548,1152.407227,270.2637329,217.1146088,152.8136597,212.0798035,250.4205627,164.939743,102.8554688,346.8630676,161.5585785,255.3283997,337.4082642,200.4086914,241.9149933,210.3661499,107.2001495,9.3394804,328.3144836,336.1589355,0,306.710083,128.1386108,105.600441,118.022171,87.81826782,0,47.52902222,17.52965355,79.4112854,28.05038452,27.26301765,0,0,13.21587372,24.23851204,257.052887,250.5233002,4.889091969,21.92022514,28.89972878,34.02757263,2.284101009,29.16617393,0,0,30.67568016,119.7931671,2.095704079,73.75040436,86.84128571,71.33105469,128.8463287,91.31936646,156.9753571,32.69630814
1,1,1.044999361,0.980002284,0.983000696,0.996999323,1.011000872,1.050001502,1.063000202,1.030001044,1.024999738,1.010000706,1.000002623,1.01560092,1.011000276,1.000001073,1.000000477,1,0.940592527,0.987370431,0.92877543,0.978505015,0.953249574,0.989423215,0.990873098,0.945042312,0.994312704,0.981927991,0.96120882,0.987178922,0.990364909,0.961709678,0.97015208,0.959144354,0.956391275,0.953317583,0.999692559,0.94760561,0.947633147,0.969944477,0.93611747,1.009788156,0.998602986,0.998660207,0.938158929,0.938027561,0.96825844,0.959649265,0.994442761,1.004492998,0.952717602,0.953167617,0.959833443,0.947364032,0.971212089,0.981762111,0.951340914,0.915083408,0.904739857,0.903911591,0.897431791,0.899538219,0.941649437,0.907809973,0.904967904,0.830971718,0.90784061,0.913401186,0.91945684,0.938930392,0,6296.240234,2512.036377,692.8681641,276.4815369,259.7735901,322.4981384,225.0926056,140.8206635,285.4130554,207.1921844,285.5864868,112.5955734,103.5045166,271.1565857,67.51422882,1002.94873,1199.924683,274.660614,212.7727814,151.5311279,205.3178711,252.7046509,167.6642761,101.2665024,341.4772339,164.7492676,256.8704224,323.2037354,200.1909027,244.6804504,210.768631,107.0847244,9.391089439,322.5432129,338.3203125,0,314.8120117,125.0933075,104.9491501,116.0415268,89.03530121,0,47.22925186,17.22267151,77.19356537,28.16204453,27.15083122,0,0,12.79615307,24.20554543,250.7371826,260.8531799,4.968632221,21.48186684,28.65718269,32.94264603,2.304934978,29.64795303,0,0,31.28150749,120.5166321,2.007477045,73.67024994,87.83401489,71.4675293,128.7076111,91.82398224,154.2159729,32.9065361
0,1,1.044999361,0.980002224,0.983000696,0.996999323,1.011000872,1.050001502,1.063000083,1.030001044,1.024999857,1.010000706,1.000002623,1.015600801,1.011000276,1.000001073,1.000000477,1,0.941228926,0.986631811,0.928587258,0.978300154,0.952731133,0.989172876,0.990652084,0.944633842,0.993901789,0.981329024,0.960479856,0.986858308,0.99013263,0.962842345,0.970742464,0.959506094,0.956760466,0.953487098,0.999394655,0.948458433,0.947220623,0.969908595,0.935134709,1.014701247,0.998636484,0.998735905,0.937852502,0.937675536,0.966834664,0.958099663,0.997244179,1.008364916,0.950017691,0.950271368,0.957623065,0.947149634,0.972371399,0.982063413,0.951250076,0.914811909,0.905010581,0.904194117,0.897976518,0.900206804,0.943100989,0.907811165,0.905071557,0.830968678,0.907739103,0.91307646,0.918672383,0.938458085,0,6235.110352,2532.4646,697.6411133,280.8395691,260.0588684,315.4657593,229.2584381,144.4248657,294.4027405,207.7362976,288.2991943,115.1051025,104.7621231,278.6643372,67.24464417,1049.491089,1190.533569,279.9446106,213.5864716,154.4264374,204.3984222,241.6335754,171.5855103,104.4816818,350.4333496,160.2015076,264.7130127,328.5593262,209.5920258,245.318634,212.2731628,104.8505783,9.392745972,330.7357788,340.275116,0,311.7555237,126.1105804,105.6721115,117.8706207,89.13307953,0,48.10333252,17.66347313,79.62493896,28.23600388,27.40873146,0,0,13.15045166,24.10889244,262.3727722,258.8116455,5.064219952,21.56401825,29.20473862,32.79511642,2.203954935,30.34134293,0,0,30.4180088,124.1961746,2.040740967,77.12986755,88.06310272,71.97768402,126.0223236,91.84017944,158.1330414,33.09666824
0,1,1.04499948,0.980002284,0.983000755,0.996999323,1.011000872,1.050001502,1.063000083,1.030001044,1.024999857,1.010000706,1.000002623,1.015600801,1.011000276,1.000001073,1.000000477,1,0.943027914,0.990064263,0.928661466,0.978333414,0.95264858,0.989271939,0.991002798,0.944838703,0.994490683,0.982258618,0.961679399,0.987369537,0.990408599,0.965024233,0.973239243,0.961450458,0.96006155,0.958351254,1.007328868,0.950805604,0.947761476,0.974386811,0.94602567,1.016655207,0.99880594,0.998850286,0.94536376,0.945407987,0.981272459,0.967042387,0.999082327,1.010260463,0.962704241,0.969766319,0.975943685,0.947661936,0.974386871,0.982539952,0.951819539,0.915508211,0.90562129,0.904753268,0.8987059,0.900966823,0.945155442,0.908188462,0.905502915,0.831257164,0.908142209,0.913553715,0.918913364,0.938689888,0,6169.878906,2551.881592,698.1182861,286.5661926,248.1797638,318.0476379,227.4612885,144.2128296,281.1882629,206.9935303,296.3398743,112.2869339,103.5209885,273.6791382,65.64112091,1007.069519,1162.86084,275.0997925,214.1211243,153.9476471,212.2964783,244.2156372,166.675827,102.5213394,340.1080322,162.7266846,264.7991943,326.8153992,203.5199127,243.0081177,214.2006683,108.7830811,9.436917305,332.3643494,340.4788818,0,308.493927,127.077507,105.7443848,120.2741241,85.06161499,0,47.72625351,17.63754082,76.05091858,28.1350441,28.17315674,0,0,12.91519547,23.53398895,251.7673798,252.7958221,4.976575851,21.61799812,29.11418724,34.06233978,2.227505922,29.47316551,0,0,30.89747047,124.2366104,2.029908895,74.89532471,87.23368835,72.6312561,130.7488861,92.27207947,158.9117126,33.11648941
0,1,1.04499948,0.980002284,0.983000755,0.996999264,1.011000872,1.050001502,1.062999964,1.030000925,1.024999976,1.010000706,1.000002623,1.015600681,1.011000276,1.000001073,1.000000477,1,0.944599807,0.991784632,0.928938627,0.978691518,0.953128874,0.98950696,0.991218805,0.945445895,0.994837582,0.982642651,0.962146044,0.987396657,0.990549088,0.96804285,0.975997508,0.963133037,0.96253103,0.961531818,1.012243152,0.952929795,0.948332906,0.977806449,0.952861309,1.026454329,0.999049366,0.998909771,0.950209081,0.950373054,0.989846408,0.972317159,1.005545497,1.018373251,0.969605923,0.980487168,0.986463249,0.948258698,0.977803469,0.983105004,0.952483237,0.916468799,0.906638563,0.90572989,0.899935067,0.902218163,0.947919607,0.909056306,0.906451464,0.832906663,0.909113586,0.914589524,0.920187294,0.939334095,0,6088.728516,2585.240479,688.2782593,285.8626404,249.960022,313.0227661,235.1233978,139.8833466,283.4033203,211.2608032,285.7621765,112.9944,105.0637131,270.5812988,68.47794342,1036.512329,1160.835327,278.3076782,215.7266388,155.1082458,207.4753113,250.9377899,167.896286,104.6023865,351.1683655,162.7298737,261.5879211,333.4449463,202.3765106,238.6799164,215.6939697,106.8625488,9.165355682,320.7340088,345.4014587,0,304.4364319,128.7386932,104.2539139,119.9788437,85.67177582,0,49.33392715,17.10803604,76.65000916,28.71506119,27.16753197,0,0,12.76900482,24.55106163,259.1280823,252.3554993,5.034606934,21.78009415,29.33367729,33.28879547,2.288819075,29.68897438,0,0,30.89807892,122.7299576,2.071086884,74.47455597,85.67996979,73.13761139,128.440567,89.61680603,153.3509521,33.59527969
1,1,1.04499948,0.980002284,0.983000815,0.996999323,1.011000872,1.050001621,1.062999964,1.030001044,1.024999976,1.010000587,1.000002503,1.015600801,1.011000276,1.000001073,1.000000477,1,0.944439948,0.991930127,0.928840637,0.978205383,0.953573227,0.989708662,0.991381824,0.945569277,0.994893014,0.982709408,0.962236285,0.987277806,0.990486562,0.968119621,0.97609514,0.963182449,0.962610066,0.961552739,1.012076259,0.952764332,0.94844389,0.977873027,0.952273309,1.028147101,0.999085784,0.998805225,0.949837744,0.950000465,0.989204288,0.97227174,1.006390095,1.019637585,0.969371378,0.979650617,0.985571384,0.948370337,0.978028595,0.983252108,0.952560604,0.916391253,0.906658173,0.905749977,0.899920881,0.902307272,0.947844803,0.909076333,0.906496406,0.833305418,0.909112811,0.914462268,0.919727564,0.939455628,0,6111.697754,2508.249512,709.5629883,277.0900574,248.6827393,309.1692505,232.5749817,140.2267609,283.9194031,215.5877533,288.7887268,112.4170685,105.3816681,271.2132568,68.60902405,1044.260498,1190.782715,269.1008606,209.4920807,153.6154785,207.7957611,247.4967194,164.6126404,100.3590469,342.9709473,162.0620422,262.7185669,332.4407349,204.8026276,244.1856842,211.1304474,108.2711716,9.022295952,332.5205688,330.1885986,0,305.5848694,124.9047241,107.4779282,116.2969208,85.23400116,0,48.79921722,17.15003586,76.78958893,29.30319214,27.45527077,0,0,12.79882813,24.59805679,261.0651245,258.8658142,4.868054867,21.1506424,29.05136681,33.34021378,2.257432938,29.10833359,0,0,30.77127266,123.2604294,2.0648489,75.36737061,87.65640259,71.59020996,130.133606,88.21800995,158.9864044,32.11560822
1,1,1.04499948,0.980002284,0.983000875,0.996999323,1.011000872,1.050001502,1.062999964,1.030001044,1.024999976,1.010000587,1.000002503,1.015600801,1.011000276,1.000001073,1.000000477,1,0.945924997,0.993436158,0.928797781,0.978261769,0.953168392,0.989454985,0.991036475,0.945365071,0.994698703,0.982295394,0.96174866,0.987064064,0.990319133,0.970003009,0.977686048,0.964378238,0.964455545,0.964085221,1.01600647,0.954708159,0.948278844,0.980034053,0.957443297,1.029142737,0.999162793,0.99889189,0.953676581,0.953920603,0.996121347,0.975766778,1.007706761,1.020835519,0.973975122,0.988703847,0.994257629,0.948376596,0.979647338,0.983765841,0.952914715,0.916904092,0.907408774,0.906449914,0.900997996,0.903462231,0.950182557,0.90932101,0.906855881,0.83277446,0.909294188,0.914686918,0.919641256,0.939245343,0,6015.615234,2525.083008,705.5585938,283.5312805,256.3469238,312.6937561,234.5693817,144.1992493,292.0471802,215.7619934,291.998291,113.1299133,103.9801331,276.5449829,66.51205444,1019.246704,1162.830811,273.241394,212.8940125,153.367569,210.4424438,243.987854,170.9043121,103.8404312,346.4005432,164.8858795,263.900238,323.7885132,202.3444824,240.2151794,213.1323395,104.9408417,9.323255539,332.7961731,337.3057251,0,300.7807617,125.7430115,106.871376,119.000351,87.86083984,0,49.2176857,17.63587952,78.98784637,29.32687378,27.76040077,0,0,13.05043888,23.846241,254.811676,252.7893066,4.942957878,21.4941082,29.00448418,33.76486588,2.225428104,30.22088432,0,0,31.30744743,123.8148422,2.011109114,74.46276855,86.23109436,72.26901245,126.1308212,91.16072845,159.1181641,32.8078537
1,1,1.04499948,0.980002224,0.983000934,0.996999323,1.011000872,1.050001502,1.063000083,1.030001163,1.024999976,1.010000587,1.000002623,1.015600801,1.011000276,1.000001073,1.000000596,1,0.943040133,0.990165889,0.928904712,0.978699744,0.953304589,0.989470065,0.990951836,0.945305645,0.994534373,0.982365668,0.961804211,0.98714304,0.990351975,0.965466738,0.973605096,0.961513519,0.960038543,0.958261132,1.007236481,0.950841308,0.948098063,0.974510133,0.946058273,1.017993331,0.998833418,0.998856902,0.945421278,0.945465922,0.981193125,0.966816425,1.000331163,1.011573672,0.962278068,0.96951282,0.975755215,0.94798404,0.975171506,0.982730925,0.952073932,0.915904343,0.905902505,0.905024111,0.899000645,0.901202857,0.945321083,0.908510149,0.905822396,0.83186543,0.908534586,0.914045155,0.919753909,0.939206719,0,6169,2514.540039,686.8781128,279.7965698,259.8898926,319.6016541,230.131073,141.6844177,284.9482422,214.6188507,293.2400818,116.9785004,103.0438156,275.0527039,66.71517944,1010.820007,1162.827026,273.1158752,215.5767517,155.9754639,206.2850189,248.535675,170.5331573,101.2911835,351.6654358,161.1041107,254.026001,336.262207,201.4067383,239.8312378,214.6538544,109.090004,9.337614059,324.8215942,332.5787964,0,308.4500122,125.2179718,104.0418243,117.432869,89.07516479,0,48.28643036,17.32831001,77.06785583,29.17149353,27.87846375,0,0,12.98001575,23.91906357,252.7050018,252.7884674,4.940688133,21.76495743,29.49768257,33.0978241,2.266908884,30.15525436,0,0,30.5893898,119.1821136,2.0885849,74.11767578,86.09326172,72.78492737,131.1178131,91.30111694,155.3053284,32.34808731
0,1,1.04499948,0.980002344,0.983000994,0.996999383,1.011000752,1.050001621,1.063000083,1.030001163,1.024999976,1.010000587,1.000002503,1.015600801,1.011000276,1.000001073,1.000000477,1,0.941651285,0.987736225,0.928700924,0.978392184,0.95272845,0.989230156,0.99080646,0.944895208,0.994188845,0.981891036,0.961336136,0.986904502,0.990201533,0.963461041,0.971523404,0.960021436,0.95762229,0.954680681,1.00126791,0.948989034,0.947686017,0.971270084,0.937750101,1.014258862,0.99867177,0.998701513,0.939633429,0.93951124,0.970128298,0.960872412,0.997472167,1.008212566,0.953845918,0.954949319,0.961841822,0.947557926,0.97312206,0.982395887,0.951622367,0.915224791,0.905342221,0.904513955,0.898348272,0.900518596,0.943472981,0.90811938,0.905400157,0.831522167,0.908092141,0.913488865,0.919215441,0.938773096,0,6221.687012,2478.780762,696.3303833,286.3448486,256.6372986,323.6828613,226.9899597,145.9342346,284.2607422,214.4833984,291.6950378,116.7035599,106.2784042,275.3370972,65.75962067,1027.638672,1198.836792,277.309845,218.269165,151.8847809,205.8603516,253.0423584,167.2752228,101.8314209,341.4570923,161.7802734,255.9805908,330.4881592,207.8402557,241.6911774,216.7506866,108.9614716,9.308671951,326.2893982,338.9161682,0,311.0843506,123.4372635,105.4735794,120.1812286,87.9603653,0,47.62735748,17.84807205,76.88191223,29.1530838,27.7315712,0,0,12.99343681,23.57647324,256.909668,260.6166992,5.016557217,22.03678894,28.72406197,33.02968216,2.308015108,29.57915306,0,0,30.71777534,120.0991669,2.052721977,76.4852066,86.76094818,73.4959259,130.9633179,91.01811981,156.0071106,32.9644928
0,1,1.04499948,0.980002344,0.983000994,0.996999383,1.011000752,1.050001621,1.063000083,1.030001044,1.024999976,1.010000706,1.000002503,1.015600801,1.011000395,1.000001073,1.000000477,1,0.943279028,0.989964306,0.928700209,0.978171945,0.95290488,0.989374995,0.991052449,0.945099115,0.994222224,0.982040167,0.961390913,0.987271488,0.990334511,0.965493858,0.973474205,0.961586654,0.960185111,0.958391845,1.007220626,0.951164603,0.94792372,0.974406183,0.945593655,1.016610503,0.998787284,0.998873472,0.94526571,0.945292234,0.980811179,0.966566205,0.999356747,1.010421634,0.961853266,0.968790174,0.975189984,0.947903454,0.974787891,0.982792258,0.952120364,0.915884733,0.906314969,0.90544188,0.899719059,0.901950121,0.945845842,0.908635259,0.906046331,0.831839561,0.9085868,0.913984418,0.919481993,0.938986182,0,6145.6875,2527.174805,707.2033691,285.541748,250.8575745,321.2576599,233.1328125,142.6079865,289.7046509,206.6519318,296.9510193,114.0201416,102.4313431,280.0625,67.86443329,1013.2323,1159.835449,274.7248535,213.1842804,155.1126404,212.7403564,246.5900116,169.1436768,102.5627594,351.420166,161.5390778,263.7320862,323.1192627,208.5709991,235.3837891,210.5993805,107.0220032,9.398230553,327.1921082,342.0216064,0,307.2843628,125.8471603,107.1204987,119.844162,85.97940826,0,48.91625977,17.4412632,78.35427856,28.0886116,28.2312603,0,0,13.21643257,24.33110237,253.308075,252.1381378,4.969793797,21.5234127,29.3345089,34.13356018,2.249162912,29.90955353,0,0,30.67198181,123.7359543,2.006952047,76.7541275,84.49674988,71.41013336,128.6322021,91.89380646,156.4387207,33.26654053
0,1,1.04499948,0.980002284,0.983000994,0.996999383,1.011000872,1.050001621,1.063000202,1.030001163,1.024999857,1.010000587,1.000002503,1.015600801,1.011000395,1.000001073,1.000000596,1,0.946061492,0.993813813,0.928901792,0.978554606,0.953154683,0.989489913,0.991145611,0.945439041,0.995239615,0.982781947,0.962332964,0.987340152,0.990539491,0.970469892,0.978231549,0.964629352,0.964815676,0.964654744,1.017125249,0.954882741,0.948474944,0.980743229,0.959504426,1.031151652,0.999237657,0.99886167,0.954955697,0.955244839,0.998482585,0.977084875,1.008955359,1.022467613,0.976144552,0.991904557,0.99725312,0.94849962,0.980409563,0.983672738,0.95286715,0.916820467,0.907322645,0.906385899,0.900947332,0.903301179,0.950305879,0.909350395,0.906863272,0.833061635,0.909352005,0.914735734,0.919843376,0.939331234,0,6018.302246,2581.940674,694.0352783,285.2778931,252.8343658,314.1930237,230.0638123,143.0831299,284.2736816,214.8058167,286.4181824,115.220108,105.664978,269.9512024,66.69591522,1014.667725,1166.339966,273.1471252,213.6419373,157.1601105,213.1917419,241.9021301,167.8492889,101.1634827,349.6617126,162.7827911,253.5350494,332.5656433,204.8161011,234.6492004,216.4085693,105.6526337,9.226370811,329.7901917,338.4637146,0,300.9151001,128.5743713,105.1259308,119.7334137,86.65693665,0,48.27231979,17.49937439,76.88541412,29.19690704,27.22989845,0,0,12.73927116,23.91215706,253.6669312,253.5521698,4.941253185,21.56961823,29.72172165,34.20598221,2.206403971,29.68066978,0,0,30.90812492,118.9517822,2.065624952,75.37232208,84.23305511,73.37991333,126.986351,90.21340179,157.6809387,32.92048264
1,1,1.04499948,0.980002344,0.983000934,0.996999383,1.011000752,1.050001621,1.063000083,1.030001044,1.024999976,1.010000587,1.000002503,1.01560092,1.011000395,1.000001192,1.000000596,1,0.946030557,0.994170487,0.928964734,0.978839636,0.953104615,0.989496648,0.991212964,0.945412874,0.995302916,0.98271209,0.962153494,0.987428308,0.990551531,0.970290303,0.97811836,0.964613855,0.964845359,0.964729548,1.017269135,0.954838693,0.948365986,0.980732381,0.95970118,1.031847239,0.999267817,0.998762965,0.955060184,0.955355465,0.998772681,0.977235436,1.009124517,1.022824526,0.976151943,0.99247086,0.997668922,0.948402703,0.980166733,0.983441889,0.952634275,0.916229963,0.906574965,0.905647218,0.899928927,0.902389705,0.950093329,0.90884006,0.906234145,0.831995606,0.908852577,0.914359629,0.920025826,0.939291716,0,6023.157227,2513.565186,681.6119995,285.6892395,249.7021637,311.2871704,227.6510925,143.8329468,286.9936523,211.4762726,288.4836121,114.6541595,102.1722794,269.0135498,68.00216675,1015.198975,1193.699707,272.8250427,213.5726013,153.4233093,212.7910919,253.0715179,171.1598053,100.5373993,345.811554,158.2644806,256.749939,327.9958496,209.4010773,244.7263031,216.4490662,105.6703796,9.422440529,322.0612488,341.5211487,0,301.1578369,125.1694412,103.2441711,119.9060593,85.58341217,0,47.76607513,17.59107971,77.6210556,28.74434853,27.42625999,0,0,12.69502163,24.38048363,253.7997437,259.499939,4.935426235,21.56261826,29.01502609,34.14169693,2.308280945,30.26606369,0,0,30.05021858,120.4601135,2.037240982,77.05960083,87.8504715,73.39365387,127.0076599,92.13053894,153.9855347,33.21786118
1,1,1.044999599,0.980002284,0.983000934,0.996999323,1.011000752,1.050001621,1.063000083,1.030001163,1.024999857,1.010000587,1.000002503,1.01560092,1.011000395,1.000001192,1.000000596,1,0.943774581,0.991429567,0.928919792,0.978735566,0.952994347,0.989436269,0.991143823,0.945349693,0.994994938,0.982705653,0.962106228,0.987544835,0.990564883,0.966851056,0.974982202,0.962426484,0.961465955,0.960222721,1.010327101,0.951851249,0.948181927,0.97646904,0.9502092,1.023217201,0.999023318,0.998688936,0.948291302,0.948419094,0.986666024,0.97021997,1.003429651,1.015728593,0.966862559,0.976668298,0.982581973,0.948038518,0.976710498,0.982813716,0.952129424,0.915925086,0.905936539,0.905066431,0.898989618,0.90122509,0.946543813,0.908685625,0.905991912,0.832782626,0.908753753,0.914187491,0.919890761,0.939227641,0,6144.280273,2507.043213,685.5298462,287.3098145,250.7687531,312.6371765,227.344101,140.4124451,282.8631287,208.3336792,293.0948181,116.760376,103.9099426,272.346283,67.67331696,1003.456299,1203.057495,271.2519836,210.3196564,155.2090607,209.3094788,244.9832153,169.4490967,100.8241272,349.6995544,161.7481995,254.5239868,337.1056519,204.1078339,242.120575,219.1791077,107.8577728,9.061562538,322.8830261,331.3820496,0,307.2140198,124.8446732,103.8376083,120.5862427,85.94896698,0,47.70166397,17.17274666,76.50390625,28.31720161,27.86465073,0,0,12.85229588,24.26258278,250.8640747,261.5342407,4.906970024,21.23419571,29.35274315,33.58308411,2.234507084,29.9635582,0,0,30.71168327,119.4157562,2.09382391,75.11167908,86.91508484,74.3193512,129.6367493,88.6019516,154.3784485,32.23168945
1,1,1.044999599,0.980002284,0.983000934,0.996999383,1.011000872,1.050001621,1.063000083,1.030001163,1.024999857,1.010000587,1.000002503,1.01560092,1.011000395,1.000001192,1.000000596,1,0.944532692,0.992413282,0.928959429,0.978650272,0.953693151,0.989656448,0.991123617,0.945557117,0.994806767,0.982555389,0.962024331,0.987389326,0.990460992,0.967967093,0.97611779,0.963182986,0.962660432,0.961770952,1.012716174,0.952830076,0.948382497,0.978262782,0.953693509,1.025709152,0.999088705,0.998751879,0.950738668,0.950930834,0.990831971,0.973625183,1.005046964,1.017741799,0.97137481,0.981803298,0.987661421,0.948364019,0.977808237,0.983205497,0.952547193,0.916148245,0.906315625,0.905422449,0.899553776,0.901832342,0.94765836,0.908812523,0.906175971,0.832533538,0.908850014,0.914299607,0.919877112,0.939445913,0,6106.416992,2494.645996,690.9368896,274.2687683,259.2125244,309.9376831,231.8984985,143.8945618,287.3600159,210.5910339,295.7080688,114.283287,106.4654846,268.5124512,66.7888031,1008.887939,1192.29541,269.600647,212.1827087,150.8881378,213.0196991,248.4494171,164.7104492,104.5856705,352.2094116,159.5927887,256.54245,322.1146545,206.9494781,239.8370667,216.9709167,108.2188873,9.207619667,327.6553345,332.6280823,0,305.3208313,124.2273178,104.6566162,115.1128082,88.84300995,0,48.65727615,17.59861565,77.72014618,28.62402153,28.11309052,0,0,12.67137527,23.94546318,252.2219849,259.1946411,4.87709713,21.42229271,28.53557968,34.17837906,2.266122103,29.12562752,0,0,30.30243301,120.3627701,2.000711918,76.15740204,86.09536743,73.57060242,130.0707703,90.03005981,156.660202,32.35288239
1,1,1.04499948,0.980002284,0.983000934,0.996999383,1.011000872,1.05000174,1.063000083,1.030001163,1.024999857,1.010000587,1.000002384,1.01560092,1.011000395,1.000001192,1.000000596,1,0.942932427,0.989664137,0.928640008,0.97847569,0.952614784,0.989180505,0.990782499,0.944670618,0.994495213,0.981951296,0.961201251,0.98723495,0.990340531,0.96499157,0.973151505,0.961293876,0.959745467,0.957860887,1.00655067,0.950657904,0.947393119,0.974032164,0.944898546,1.018144846,0.998831928,0.9988029,0.944616079,0.94463098,0.979890168,0.966164529,0.999894202,1.011354685,0.961246729,0.96794796,0.974203885,0.947244465,0.974491715,0.982304633,0.951454401,0.914993227,0.905221581,0.904383063,0.898272157,0.900551558,0.945004404,0.90791136,0.905192792,0.831035197,0.907839715,0.913161874,0.918513536,0.938479125,0,6162.556152,2567.966797,690.4251709,283.7901611,254.697998,310.4717102,225.4025269,144.879364,285.8609619,206.2511902,292.4876404,116.4261017,106.417572,276.0592346,65.79508972,1017.038513,1176.270142,280.3787231,214.603714,152.8214874,208.4777069,251.6044312,171.5440369,100.3832016,346.5918884,165.4947205,262.6168213,325.1000671,208.8024902,244.865799,212.9236755,108.5494843,9.408228874,335.2568665,330.1937866,0,308.1278076,127.8785095,104.5791168,119.1090088,87.29568481,0,47.29428101,17.71905899,77.31471252,28.03414536,27.80692673,0,0,13.02751446,23.58918953,254.2596283,255.710907,5.072072983,21.66672134,28.90121269,33.44962692,2.29489994,30.33400726,0,0,31.42304802,123.2126923,2.019254923,76.83930969,87.90055084,72.19825745,130.4681244,91.99157715,160.2946777,32.11611176
